UniProtKB_AC,Ensembl_Protein
Q567V2,ENSP00000469836
A0A9H4CVU7,ENSP00000469863
Q4G0G5,ENSP00000469876
Q8IV63,ENSP00000469880
P0DI82,ENSP00000469888
M0QYM2,ENSP00000469926
Q68DY1,ENSP00000469958
P0DN78,ENSP00000469970
Q16635,ENSP00000469981
Q8NC26,ENSP00000469998
M0QYT0,ENSP00000470059
M0QYU9,ENSP00000470086
M0QYV0,ENSP00000470087
Q8TBC5,ENSP00000470123
Q16674,ENSP00000470129
Q92900,ENSP00000470142
Q9Y4J8,ENSP00000470152
M0QYZ2,ENSP00000470176
Q5HYN5,ENSP00000470185
Q9Y2Q1,ENSP00000470209
Q6ZNA1,ENSP00000470239
P61018,ENSP00000470246
O43900,ENSP00000470248
O00267,ENSP00000470252
Q8IUR0,ENSP00000470262
Q86UD4,ENSP00000470323
Q5VIY5,ENSP00000470381
M0QZ92,ENSP00000470383
M0QZC1,ENSP00000470441
M0QZD8,ENSP00000470478
P49862,ENSP00000470538
P0DJ07,ENSP00000470539
Q9UKR3,ENSP00000470555
Q92979,ENSP00000470560
Q5MJ10,ENSP00000470584
M0QZK8,ENSP00000470615
Q96K37,ENSP00000470652
Q6ZN19,ENSP00000470746
P42701,ENSP00000470788
Q9UN76,ENSP00000470801
P0DN87,ENSP00000470813
Q9UK28,ENSP00000470879
M0R036,ENSP00000470969
P39019,ENSP00000470972
Q08AN1,ENSP00000471000
P43362,ENSP00000471017
Q8N8J6,ENSP00000471041
M0R082,ENSP00000471077
P0DL12,ENSP00000471126
P37198,ENSP00000471191
Q5HYR2,ENSP00000471224
Q8TF21,ENSP00000471252
Q96NG5,ENSP00000471277
Q9H6Y5,ENSP00000471299
A6NHY2,ENSP00000471417
Q8NHU0,ENSP00000471418
Q9Y6R9,ENSP00000471454
Q96CT7,ENSP00000471455
Q13459,ENSP00000471457
Q9NSA1,ENSP00000471477
P21462,ENSP00000471493
Q8WXF8,ENSP00000471512
A6NNF4,ENSP00000471516
Q9P0N8,ENSP00000471536
Q8WWY6,ENSP00000471575
P0DKX0,ENSP00000471593
Q9BXU3,ENSP00000471604
M0R135,ENSP00000471613
P0DMR2,ENSP00000471646
Q8WUX1,ENSP00000471683
Q14318,ENSP00000471700
W4VSR2,ENSP00000471735
Q8WV37,ENSP00000471754
A0A0A0MQW6,ENSP00000471851
P81172,ENSP00000471894
Q14653,ENSP00000471896
Q01892,ENSP00000471921
Q8NFB2,ENSP00000471932
Q15562,ENSP00000472109
Q96JG8,ENSP00000472118
P0DPK3,ENSP00000472124
M0R1W7,ENSP00000472152
M0R1X1,ENSP00000472160
O60234,ENSP00000472249
M0R233,ENSP00000472277
Q9NW07,ENSP00000472305
Q9BY14,ENSP00000472308
P04001,ENSP00000472316
P0DKL9,ENSP00000472409
M0R296,ENSP00000472415
Q6IPT2,ENSP00000472421
M0R2B7,ENSP00000472445
M0R2C6,ENSP00000472465
Q6UXB2,ENSP00000472467
P62857,ENSP00000472469
Q96RQ9,ENSP00000472474
Q9GZY0,ENSP00000472530
Q9UP65,ENSP00000472546
P51522,ENSP00000472619
Q9P296,ENSP00000472620
M0R2N6,ENSP00000472698
M0R2P5,ENSP00000472710
P0DX04,ENSP00000472749
Q9NWS9,ENSP00000472802
Q8WTR7,ENSP00000472808
Q9BQD3,ENSP00000472836
Q9NP81,ENSP00000472847
Q3SY52,ENSP00000472867
M0R2Z0,ENSP00000472894
M0R2Z9,ENSP00000472914
B6SEH9,ENSP00000472919
P15498,ENSP00000472929
Q6ZMV8,ENSP00000472959
A8MXY4,ENSP00000472969
P46782,ENSP00000472985
P08621,ENSP00000472998
A0A0C3SFZ9,ENSP00000473001
Q9ULN7,ENSP00000473036
Q9UBX7,ENSP00000473047
M0R384,ENSP00000473056
A2RRD8,ENSP00000473091
P43357,ENSP00000473093
B6SEH8,ENSP00000473153
O15552,ENSP00000473159
Q9Y230,ENSP00000473172
P63302,ENSP00000473185
Q8N3P8,ENSP00000473194
M0R3G1,ENSP00000473200
O15529,ENSP00000473212
M0R3H8,ENSP00000473233
H0UI80,ENSP00000473290
O95479,ENSP00000473348
P59646,ENSP00000473361
A8MW99,ENSP00000473370
P54368,ENSP00000473381
A6NHQ2,ENSP00000473383
R4GMX3,ENSP00000473391
Q5VZ89,ENSP00000473469
A6NKP2,ENSP00000473474
Q9BZ81,ENSP00000473493
Q8NEV1,ENSP00000473553
Q969T4,ENSP00000473623
Q13217,ENSP00000473631
A3KN83,ENSP00000473665
P0CF75,ENSP00000473842
Q9H239,ENSP00000473853
S4R325,ENSP00000473871
Q14802,ENSP00000473929
A2RTY3,ENSP00000473941
S4R369,ENSP00000473980
P43353,ENSP00000473990
I1YAP6,ENSP00000474003
Q8TCX1,ENSP00000474032
Q96HB5,ENSP00000474071
O95045,ENSP00000474090
Q92804,ENSP00000474096
S4R3C0,ENSP00000474135
Q6ZMV7,ENSP00000474182
A4D2H0,ENSP00000474204
Q96S79,ENSP00000474230
S4R3E6,ENSP00000474246
Q9UPS6,ENSP00000474253
S4R3F8,ENSP00000474279
Q9UKJ8,ENSP00000474385
Q86UF2,ENSP00000474388
Q3BBV0,ENSP00000474456
Q8IVB5,ENSP00000474487
Q8NHY3,ENSP00000474529
S4R3N1,ENSP00000474534
Q16836,ENSP00000474560
A0A087WY01,ENSP00000474621
Q6P1M9,ENSP00000474720
Q969H0,ENSP00000474725
C9J1S8,ENSP00000474850
P0DKB5,ENSP00000474988
S4R434,ENSP00000475025
P0DTE5,ENSP00000475028
Q0VAQ4,ENSP00000475068
Q8WW18,ENSP00000475146
O15258,ENSP00000475168
Q69YU3,ENSP00000475189
Q5T749,ENSP00000475216
L0R819,ENSP00000475224
U3KPV4,ENSP00000475261
Q5T751,ENSP00000475270
P35414,ENSP00000475344
U3KPZ7,ENSP00000475384
Q8WUH1,ENSP00000475473
Q99550,ENSP00000475489
Q9P013,ENSP00000475615
Q9UII6,ENSP00000475626
U3KQ87,ENSP00000475641
Q9BX74,ENSP00000475700
U3KQB3,ENSP00000475724
Q9P0N9,ENSP00000475727
Q9Y5Z4,ENSP00000475750
Q6FI13,ENSP00000475814
Q9NRR8,ENSP00000475845
Q6P9H4,ENSP00000475915
Q9Y2S7,ENSP00000475924
Q96DT5,ENSP00000475939
U3KQL2,ENSP00000475986
U3KQP1,ENSP00000476091
Q6ZYL4,ENSP00000476100
Q9BV38,ENSP00000476117
O95989,ENSP00000476119
P06899,ENSP00000476136
Q9BRT2,ENSP00000476140
P0DM35,ENSP00000476141
P42685,ENSP00000476145
U3KQS2,ENSP00000476176
U3KQU4,ENSP00000476225
Q9NXA8,ENSP00000476228
U3KQV3,ENSP00000476252
B3KS81,ENSP00000476253
Q8N8U2,ENSP00000476295
Q7RTS1,ENSP00000476312
Q9UKT8,ENSP00000476369
Q7RTU7,ENSP00000476384
Q9NPI6,ENSP00000476386
X6RM59,ENSP00000476480
Q8NAP8,ENSP00000476499
Q6UWN0,ENSP00000476510
Q92952,ENSP00000476519
Q6ZVF9,ENSP00000476603
Q2QD12,ENSP00000476672
V9GYH0,ENSP00000476742
P24278,ENSP00000476746
Q5HYW3,ENSP00000476792
P16260,ENSP00000476815
A6NFA1,ENSP00000476820
P60409,ENSP00000476821
Q8IXW5,ENSP00000476948
Q71RC9,ENSP00000477017
V9GYS4,ENSP00000477037
V9GYS6,ENSP00000477043
Q5GH72,ENSP00000477059
V9GYV3,ENSP00000477118
Q9P0K9,ENSP00000477141
O00213,ENSP00000477213
Q8NGP2,ENSP00000477259
Q96FJ2,ENSP00000477310
Q9NRJ7,ENSP00000477314
Q8N3J5,ENSP00000477341
Q5T7P8,ENSP00000477344
A0A0C4DGB0,ENSP00000477352
Q8IYB9,ENSP00000477392
P48051,ENSP00000477437
Q8NH81,ENSP00000477445
Q13224,ENSP00000477455
Q5JPE7,ENSP00000477502
Q9H6W3,ENSP00000477507
Q86T75,ENSP00000477509
Q5KSL6,ENSP00000477515
P23527,ENSP00000477527
P23610,ENSP00000477530
P55209,ENSP00000477538
O43614,ENSP00000477548
Q95460,ENSP00000477563
P98187,ENSP00000477567
A0A087WT44,ENSP00000477572
P31213,ENSP00000477587
O75131,ENSP00000477590
A0A087WT58,ENSP00000477597
Q9BW60,ENSP00000477602
Q13490,ENSP00000477613
A0A087WT65,ENSP00000477627
Q9UJ70,ENSP00000477639
P0DP58,ENSP00000477648
O95147,ENSP00000477653
Q8IYD9,ENSP00000477654
A6NER0,ENSP00000477679
A0A087WT91,ENSP00000477679
Q5TYW2,ENSP00000477695
A6NFI3,ENSP00000477706
B4DXU5,ENSP00000477707
Q9BZB8,ENSP00000477715
P17098,ENSP00000477716
A0A8J9BYE6,ENSP00000477725
Q96DE5,ENSP00000477760
A0A0B4J2C3,ENSP00000477781
Q15345,ENSP00000477792
Q8N1D5,ENSP00000477802
A0A087WTE9,ENSP00000477815
A0A087WTF0,ENSP00000477817
P48742,ENSP00000477829
Q9UDV7,ENSP00000477841
Q8NCF0,ENSP00000477846
Q9NY61,ENSP00000477848
B5MD39,ENSP00000477856
O94842,ENSP00000477868
Q99525,ENSP00000477870
A0A087WTH1,ENSP00000477871
Q8IVW6,ENSP00000477878
Q99879,ENSP00000477907
P10147,ENSP00000477908
A0A087WTJ2,ENSP00000477920
Q16385,ENSP00000477922
D6W5U7,ENSP00000477973
P0DPF3,ENSP00000477979
O95258,ENSP00000477981
P29475,ENSP00000477999
B7ZW38,ENSP00000478017
O15467,ENSP00000478024
A0A087WTN9,ENSP00000478026
A0AAG2SUK6,ENSP00000478035
G0XQ39,ENSP00000478059
P29966,ENSP00000478061
Q9NXE8,ENSP00000478070
Q5THJ4,ENSP00000478104
Q15369,ENSP00000478121
A0A087WTW5,ENSP00000478179
A0A0D2X7Z3,ENSP00000478187
Q92667,ENSP00000478212
Q9H3C7,ENSP00000478220
A0A087WTZ4,ENSP00000478249
B7ZM99,ENSP00000478253
P08183,ENSP00000478255
Q6ZMN8,ENSP00000478257
Q9Y5G0,ENSP00000478258
P0DJJ0,ENSP00000478290
Q8TCT7,ENSP00000478298
P19388,ENSP00000478303
Q9NWM0,ENSP00000478305
A0A087WU35,ENSP00000478345
Q9C0E4,ENSP00000478352
A8MTJ6,ENSP00000478384
Q8N6N6,ENSP00000478388
Q6NXR4,ENSP00000478396
O75170,ENSP00000478417
A0A087WVF3,ENSP00000478426
Q9UPR0,ENSP00000478458
A6NDS4,ENSP00000478473
Q969M7,ENSP00000478474
Q8N7Z2,ENSP00000478478
Q9NP72,ENSP00000478479
A0A087WY31,ENSP00000478490
Q9UM13,ENSP00000478501
Q6DD87,ENSP00000478557
Q16678,ENSP00000478561
Q4V326,ENSP00000478568
Q96NG3,ENSP00000478589
Q96EH8,ENSP00000478591
Q8IVL6,ENSP00000478600
Q9Y5E1,ENSP00000478606
Q5TAG4,ENSP00000478609
Q17RD7,ENSP00000478637
A0A087WUF9,ENSP00000478639
Q8NDH6,ENSP00000478645
Q96NU0,ENSP00000478671
Q8IZP1,ENSP00000478683
P34925,ENSP00000478721
A0AAG2SVT6,ENSP00000478725
P26196,ENSP00000478754
O76054,ENSP00000478755
P78324,ENSP00000478763
A0A087WUM3,ENSP00000478766
Q96SB3,ENSP00000478767
P0CG47,ENSP00000478771
O94822,ENSP00000478783
A0A0G2JMU2,ENSP00000478796
Q7RTY8,ENSP00000478830
O15482,ENSP00000478834
Q8IU85,ENSP00000478874
Q16186,ENSP00000478877
Q96A23,ENSP00000478878
A0AVG0,ENSP00000478882
Q8N4C9,ENSP00000478886
P01106,ENSP00000478887
P19086,ENSP00000478892
A0AAG2SV82,ENSP00000478910
P46937,ENSP00000478927
Q9BRQ8,ENSP00000478931
A0A096LNH4,ENSP00000478933
A0A087WUU8,ENSP00000478939
A0A087WUV0,ENSP00000478941
P78345,ENSP00000478982
Q86YW7,ENSP00000478993
A0A087WV05,ENSP00000479064
Q6FIF0,ENSP00000479071
A0A087WV17,ENSP00000479089
Q16627,ENSP00000479097
Q8N4V2,ENSP00000479104
P62805,ENSP00000479106
Q99928,ENSP00000479113
Q4G176,ENSP00000479130
Q68DA7,ENSP00000479134
A0AAG2SVG9,ENSP00000479139
A0A024R571,ENSP00000479153
Q00056,ENSP00000479166
A0A087WV42,ENSP00000479168
Q93079,ENSP00000479169
B2RXH8,ENSP00000479203
A0A087WV67,ENSP00000479216
A6NC86,ENSP00000479240
Q19T08,ENSP00000479243
Q96AA8,ENSP00000479248
Q7L0X0,ENSP00000479256
O14795,ENSP00000479261
A0A087WV86,ENSP00000479266
Q8N257,ENSP00000479284
A0A087WVB3,ENSP00000479319
P30622,ENSP00000479322
A6NNM3,ENSP00000479326
A0A087WVD1,ENSP00000479355
A6NI86,ENSP00000479362
A0A087WVD9,ENSP00000479370
A0A087WVE0,ENSP00000479373
A8MV24,ENSP00000479396
A0A087WVH9,ENSP00000479449
P62805,ENSP00000479461
P35232,ENSP00000479488
Q5JVF3,ENSP00000479494
Q9Y2R4,ENSP00000479504
Q96H55,ENSP00000479518
A0A087WVM2,ENSP00000479536
Q2M2Z5,ENSP00000479542
B4DH95,ENSP00000479580
Q9BSD3,ENSP00000479598
P0DMU7,ENSP00000479608
A0A087WVR3,ENSP00000479617
P23610,ENSP00000479624
Q8N3E9,ENSP00000479636
Q8IUC3,ENSP00000479656
A0A087WVT3,ENSP00000479664
O75582,ENSP00000479667
Q9H9S4,ENSP00000479669
A0A087WVT8,ENSP00000479679
Q5TI25,ENSP00000479693
Q969L2,ENSP00000479708
Q96F07,ENSP00000479719
A6NCL2,ENSP00000479730
A0A087WVW6,ENSP00000479735
P0CW18,ENSP00000479745
Q96AH8,ENSP00000479762
A0A087WVY5,ENSP00000479773
P62805,ENSP00000479794
Q9C0A0,ENSP00000479811
Q6P3S1,ENSP00000479816
Q8TDF6,ENSP00000479844
C9J202,ENSP00000479850
Q99828,ENSP00000479860
Q15019,ENSP00000479861
A0A087WW23,ENSP00000479870
Q9UJW7,ENSP00000479884
Q9NWZ3,ENSP00000479889
Q9UBW7,ENSP00000479904
P55198,ENSP00000479910
A0A087WW40,ENSP00000479919
A0AAG2SWP8,ENSP00000479921
Q6NSJ5,ENSP00000479953
P55774,ENSP00000479955
Q7Z7L8,ENSP00000479976
P07099,ENSP00000480004
P29274,ENSP00000480012
O60813,ENSP00000480027
P49767,ENSP00000480043
Q92777,ENSP00000480050
Q8IV16,ENSP00000480053
B3KW44,ENSP00000480056
A0A087WWA1,ENSP00000480059
A0AAG2SWV4,ENSP00000480079
Q7Z443,ENSP00000480090
Q9NPI5,ENSP00000480091
Q6ZW97,ENSP00000480106
Q5TYX0,ENSP00000480122
A0A087WWD4,ENSP00000480132
Q9BRL6,ENSP00000480140
Q9Y4L1,ENSP00000480150
Q5UE93,ENSP00000480157
P49005,ENSP00000480186
A0A087WWF6,ENSP00000480186
Q5VT79,ENSP00000480221
A0A087WWI0,ENSP00000480240
Q6NYC8,ENSP00000480270
Q495M9,ENSP00000480279
P35680,ENSP00000480291
Q6DN90,ENSP00000480301
Q86XI8,ENSP00000480314
Q96RT8,ENSP00000480316
A0A0G2JNH3,ENSP00000480318
A0A087WWM0,ENSP00000480332
Q8N4F4,ENSP00000480336
A8MYA2,ENSP00000480355
Q96HC4,ENSP00000480359
Q96I51,ENSP00000480364
A8MZA4,ENSP00000480376
Q7Z6M4,ENSP00000480378
O95201,ENSP00000480401
Q9BXP5,ENSP00000480421
O60512,ENSP00000480428
O75911,ENSP00000480439
A0A087WWR3,ENSP00000480443
Q96H12,ENSP00000480445
A0A087WWS6,ENSP00000480467
Q14993,ENSP00000480474
O14841,ENSP00000480476
A0A087WWT2,ENSP00000480483
Q07283,ENSP00000480484
Q9H5P4,ENSP00000480489
Q9UM00,ENSP00000480514
Q6EKJ0,ENSP00000480524
A0A087WWV3,ENSP00000480527
A0A087WWV9,ENSP00000480538
Q9UKI2,ENSP00000480549
Q3SXZ3,ENSP00000480556
P16619,ENSP00000480558
P18089,ENSP00000480573
Q8NH55,ENSP00000480583
A6NF34,ENSP00000480615
A0A087WWZ6,ENSP00000480626
P43360,ENSP00000480637
A0A0C4DGV8,ENSP00000480680
Q96NT5,ENSP00000480703
Q9P299,ENSP00000480707
A0A087WX45,ENSP00000480715
Q6ZVK8,ENSP00000480722
Q9Y493,ENSP00000480750
B7ZKJ3,ENSP00000480763
P05230,ENSP00000480791
Q86X29,ENSP00000480821
Q9C010,ENSP00000480824
P68431,ENSP00000480826
A0A087WX97,ENSP00000480836
A0A087WXA3,ENSP00000480851
F8VXU5,ENSP00000480853
Q9Y274,ENSP00000480884
A0A087WXB8,ENSP00000480884
Q9BVV2,ENSP00000480914
A0A087WXD1,ENSP00000480916
Q8TCD1,ENSP00000480941
P0DME0,ENSP00000480946
P62805,ENSP00000480960
Q15077,ENSP00000480966
P32745,ENSP00000480971
A0A087WXF8,ENSP00000480986
P25205,ENSP00000480987
Q7L1S5,ENSP00000480991
A0A087WXG3,ENSP00000480998
P60201,ENSP00000481006
A0A5E8,ENSP00000481012
B7ZVW6,ENSP00000481021
O15126,ENSP00000481022
P17980,ENSP00000481029
Q7L576,ENSP00000481038
Q8TCD6,ENSP00000481046
Q7Z6P3,ENSP00000481054
A0A087WXI2,ENSP00000481056
A6NEM1,ENSP00000481078
A0A024R0Y4,ENSP00000481091
Q9UBM8,ENSP00000481096
Q86YV5,ENSP00000481109
P41439,ENSP00000481114
A0AAG2SXN7,ENSP00000481127
A0A087WXM4,ENSP00000481142
Q8N2N9,ENSP00000481149
A0AAG2SXZ4,ENSP00000481152
P0DMV1,ENSP00000481184
A4D1Z8,ENSP00000481185
B8ZZ34,ENSP00000481203
O00168,ENSP00000481244
O14508,ENSP00000481249
A0A087WXS9,ENSP00000481258
Q6IQ01,ENSP00000481271
Q99624,ENSP00000481301
Q6UWN8,ENSP00000481309
Q9UMY4,ENSP00000481314
A0A087WXU7,ENSP00000481316
P55773,ENSP00000481357
P0C7N4,ENSP00000481358
P0DTE8,ENSP00000481450
A6NDI0,ENSP00000481457
Q9H4H8,ENSP00000481465
P62805,ENSP00000481486
Q9GZR7,ENSP00000481495
B9A6J9,ENSP00000481508
B4DH59,ENSP00000481542
P42263,ENSP00000481554
Q6IN84,ENSP00000481559
P21580,ENSP00000481570
A0A087WY73,ENSP00000481571
A8CG34,ENSP00000481575
Q16676,ENSP00000481581
K7EJ46,ENSP00000481592
P86397,ENSP00000481593
P0C7T3,ENSP00000481594
A0AAG2SYH1,ENSP00000481613
P57053,ENSP00000481622
A0A087WY96,ENSP00000481625
Q96B23,ENSP00000481626
A0A0C4DGW8,ENSP00000481633
P46783,ENSP00000481646
O43609,ENSP00000481675
A6NGN4,ENSP00000481683
P0CK96,ENSP00000481694
Q96IZ7,ENSP00000481697
Q9BYX2,ENSP00000481721
Q9H172,ENSP00000481728
B4DUA7,ENSP00000481733
Q9NUS5,ENSP00000481750
O75534,ENSP00000481762
A0A087WYF9,ENSP00000481773
A0A087WYG2,ENSP00000481780
A6NLI5,ENSP00000481815
Q9BY79,ENSP00000481824
Q9UM19,ENSP00000481834
P25063,ENSP00000481841
O00422,ENSP00000481842
A0A087WYJ0,ENSP00000481848
Q92613,ENSP00000481850
Q8NE31,ENSP00000481854
Q504Q3,ENSP00000481859
Q9P227,ENSP00000481862
O15173,ENSP00000481886
Q9ULM6,ENSP00000481893
Q9NRB3,ENSP00000481912
A0A087WYL5,ENSP00000481917
A0A087WYL7,ENSP00000481920
Q6UY09,ENSP00000481937
Q96BA8,ENSP00000481956
F8WCM8,ENSP00000481994
Q92570,ENSP00000482027
A0A087WYR5,ENSP00000482030
Q92551,ENSP00000482032
P35227,ENSP00000482063
A0A087WYT3,ENSP00000482075
P56645,ENSP00000482093
A6NCM1,ENSP00000482119
A0A087WYV9,ENSP00000482133
Q8NDB6,ENSP00000482142
P07196,ENSP00000482169
C9JLR9,ENSP00000482180
Q7Z7B1,ENSP00000482202
Q9HB19,ENSP00000482228
A0A087WYZ4,ENSP00000482232
P0DMV0,ENSP00000482241
Q9UI36,ENSP00000482245
P13236,ENSP00000482259
O75907,ENSP00000482264
A8MYA2,ENSP00000482270
A0A087WZ16,ENSP00000482285
Q12836,ENSP00000482304
O94761,ENSP00000482313
A0A087WZ40,ENSP00000482335
Q6IPX1,ENSP00000482345
Q6UWY2,ENSP00000482358
Q9H6K5,ENSP00000482374
A0A087WZ62,ENSP00000482396
O75564,ENSP00000482410
P0C0S8,ENSP00000482431
Q9H6U8,ENSP00000482437
Q15528,ENSP00000482438
A0A087WZ82,ENSP00000482442
Q9BRX8,ENSP00000482445
P16885,ENSP00000482457
P0C875,ENSP00000482482
Q6NUM6,ENSP00000482502
Q9Y5X4,ENSP00000482504
Q6JVE9,ENSP00000482512
Q9NUQ6,ENSP00000482515
Q8N9R6,ENSP00000482523
P0C0S8,ENSP00000482538
Q5TYW1,ENSP00000482540
A0A2Y9D025,ENSP00000482543
O95072,ENSP00000482546
P78356,ENSP00000482548
P0C5Z0,ENSP00000482564
Q96D31,ENSP00000482568
Q8WVJ9,ENSP00000482581
Q86XA0,ENSP00000482599
Q96JZ2,ENSP00000482604
Q6U7Q0,ENSP00000482607
A0A087WZE9,ENSP00000482613
Q86YS3,ENSP00000482620
P0C7X1,ENSP00000482630
Q96CX3,ENSP00000482632
Q99735,ENSP00000482639
Q6ZSZ5,ENSP00000482647
A0A087WZG4,ENSP00000482647
Q99558,ENSP00000482657
P33778,ENSP00000482674
Q6UWP2,ENSP00000482704
P43378,ENSP00000482732
P20231,ENSP00000482743
Q86WZ6,ENSP00000482749
Q96LT7,ENSP00000482753
P29122,ENSP00000482760
A0A087WZN1,ENSP00000482773
E5RQL4,ENSP00000482786
Q7Z6M3,ENSP00000482801
A0A087WZQ2,ENSP00000482819
A0A087WZQ7,ENSP00000482826
P29373,ENSP00000482841
Q14183,ENSP00000482870
Q6UXH9,ENSP00000482899
A0A087WZV9,ENSP00000482916
Q14184,ENSP00000482950
P16471,ENSP00000482954
Q8TCU4,ENSP00000482968
Q9Y3C1,ENSP00000483001
Q96A61,ENSP00000483005
A0A087X009,ENSP00000483018
A0A087X018,ENSP00000483038
A0JP26,ENSP00000483103
Q6TGC4,ENSP00000483125
Q8N9W8,ENSP00000483154
P63010,ENSP00000483185
Q5MIZ7,ENSP00000483228
P61962,ENSP00000483236
Q8NGB6,ENSP00000483239
Q96A25,ENSP00000483246
O14979,ENSP00000483254
Q9H0R3,ENSP00000483276
P68431,ENSP00000483283
Q13085,ENSP00000483300
A0A087X0D8,ENSP00000483312
Q9Y6W5,ENSP00000483313
Q9H1A7,ENSP00000483328
A0A0B4J2F8,ENSP00000483328
Q8NHW4,ENSP00000483330
Q7Z4V5,ENSP00000483345
Q9H4K1,ENSP00000483356
A0A804G9W2,ENSP00000483364
Q14376,ENSP00000483375
Q9UFD9,ENSP00000483386
A0A087X0H5,ENSP00000483403
A0A087X0H9,ENSP00000483408
A0A087X0I6,ENSP00000483424
P40305,ENSP00000483430
Q9UMZ2,ENSP00000483453
P0C264,ENSP00000483467
A0A087X0K8,ENSP00000483469
O95478,ENSP00000483484
Q13795,ENSP00000483486
Q9BV86,ENSP00000483489
Q7Z5L2,ENSP00000483494
A0A087X0N2,ENSP00000483521
A0A087X0N3,ENSP00000483523
Q8NCR3,ENSP00000483537
Q9NPA3,ENSP00000483547
Q8NG50,ENSP00000483549
P09958,ENSP00000483552
Q9Y467,ENSP00000483562
Q06187,ENSP00000483570
Q9BUD6,ENSP00000483599
Q5DJT8,ENSP00000483619
O75952,ENSP00000483621
A6NNY8,ENSP00000483631
P0DMV2,ENSP00000483637
O14646,ENSP00000483667
H0YM25,ENSP00000483673
P49720,ENSP00000483688
Q9NZS2,ENSP00000483713
A0A0B4J2G0,ENSP00000483720
P59103,ENSP00000483757
A6NGJ6,ENSP00000483764
P0C7P0,ENSP00000483781
P37235,ENSP00000483786
Q4V321,ENSP00000483811
Q9Y6K9,ENSP00000483825
P04908,ENSP00000483842
Q86UF1,ENSP00000483872
Q6UX68,ENSP00000483879
O75438,ENSP00000483888
O75951,ENSP00000483897
Q99877,ENSP00000483903
A0A087X159,ENSP00000483921
Q4VX76,ENSP00000483936
A0A087X169,ENSP00000483946
A0A087X179,ENSP00000483965
N0E472,ENSP00000483989
Q9NUD5,ENSP00000484056
Q9BY11,ENSP00000484060
A0A0G2JMP0,ENSP00000484075
Q16663,ENSP00000484078
P68431,ENSP00000484095
P49643,ENSP00000484105
A0A087X1E4,ENSP00000484121
A8K830,ENSP00000484135
Q9H3U5,ENSP00000484175
A5D8T8,ENSP00000484176
A0A087X1G2,ENSP00000484181
Q3SY00,ENSP00000484252
P0C5Y9,ENSP00000484261
B3SHH9,ENSP00000484263
P49917,ENSP00000484288
A0A087X1N8,ENSP00000484343
B6A8C7,ENSP00000484383
A0A087X1Q6,ENSP00000484383
Q9UIK4,ENSP00000484390
A0A087X1R1,ENSP00000484398
P56180,ENSP00000484403
O43365,ENSP00000484411
A0A087X1S7,ENSP00000484431
P51956,ENSP00000484443
P58107,ENSP00000484472
P01569,ENSP00000484479
Q8N0T1,ENSP00000484492
A0A087X1V8,ENSP00000484497
Q9Y5B0,ENSP00000484525
P36382,ENSP00000484552
P41236,ENSP00000484580
P0DMU9,ENSP00000484601
P16562,ENSP00000484609
Q9NPH6,ENSP00000484615
P0DMC3,ENSP00000484618
Q86X45,ENSP00000484634
P68431,ENSP00000484638
Q6ZMB0,ENSP00000484640
Q9BUX1,ENSP00000484644
P68431,ENSP00000484658
Q10570,ENSP00000484669
Q15649,ENSP00000484687
Q01629,ENSP00000484689
A0AAG2T1P6,ENSP00000484693
A6NHQ4,ENSP00000484710
A0A087X256,ENSP00000484713
Q9C0H9,ENSP00000484715
A6NHX0,ENSP00000484732
A0A087X266,ENSP00000484736
P62805,ENSP00000484789
Q7Z3E5,ENSP00000484804
Q8IWB4,ENSP00000484807
Q96GC6,ENSP00000484810
P68431,ENSP00000484841
Q8N7M2,ENSP00000484852
O00471,ENSP00000484855
Q9UKF5,ENSP00000484862
Q3SYB3,ENSP00000484875
A0A0B4J2F0,ENSP00000484893
A0A087X2D5,ENSP00000484903
P55283,ENSP00000484928
A0A087X2F6,ENSP00000484945
A0A087X2I1,ENSP00000484998
A0A087X2I7,ENSP00000485010
Q9H3R2,ENSP00000485028
A0A096LNH6,ENSP00000485033
C9J1S8,ENSP00000485097
P0CB47,ENSP00000485108
P58182,ENSP00000485112
A0A096LNM5,ENSP00000485117
Q5VYP0,ENSP00000485118
A0A096LNP1,ENSP00000485141
Q9Y536,ENSP00000485206
Q8NCU8,ENSP00000485216
Q16670,ENSP00000485228
P0CI01,ENSP00000485230
A0AVI2,ENSP00000485238
Q8NGP9,ENSP00000485240
A6NCW7,ENSP00000485243
A0A096LNW4,ENSP00000485258
A0A096LNW5,ENSP00000485259
Q96GP6,ENSP00000485276
Q8NGY9,ENSP00000485287
Q8NGF1,ENSP00000485292
Q8NGL9,ENSP00000485295
P0C7I0,ENSP00000485306
A0A096LP01,ENSP00000485316
Q8NGL2,ENSP00000485319
A6NCW0,ENSP00000485323
Q8NH85,ENSP00000485324
P0C7H9,ENSP00000485337
Q8NDA2,ENSP00000485357
Q7RTZ2,ENSP00000485364
B3EWG5,ENSP00000485370
A0A096LP39,ENSP00000485378
A6NIY4,ENSP00000485398
A0A096LP55,ENSP00000485401
Q9Y5P1,ENSP00000485407
Q8NGL4,ENSP00000485428
Q8NGF9,ENSP00000485431
A8MUV8,ENSP00000485448
P0DMR1,ENSP00000485450
Q9ULZ0,ENSP00000485467
Q5VWM3,ENSP00000485473
Q96JP9,ENSP00000485478
Q13607,ENSP00000485483
P83859,ENSP00000485512
Q9Y4E1,ENSP00000485513
